,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/min_delta,config/temperature_head,config/batch_size,config/latent_dim,logdir,num_params,num_trainable_params,error_type,error_message,error_traceback
0,0.8071428571428572,0.7907142857142857,0.005265081997022854,0.7954763381495777,0.0052184154790427505,0.7954763381495777,0.005218415479042781,0.8071428571428572,0.0,0.813283909876862,0.0,0.8132839098768622,0.0,0.719047619047619,0.0,0.716794271631091,0.0,0.7167942716310908,0.0,1700116057,False,1,fa0ea6dc,2023-11-16_06-27-37,71.86447858810425,71.86447858810425,215507,9db4e26f461e,172.17.0.2,71.86447858810425,1,,0.032,0.6000000000000001,304,624,fa0ea6dc,,,,,
1,0.8021428571428573,0.8021428571428573,0.004931503613620961,0.8066810822660196,0.004741066692294435,0.8066810822660196,0.004741066692294434,0.7880952380952381,0.0,0.7934686134264188,0.0,0.793468613426419,0.0,0.6976190476190476,0.0,0.6912162172882886,0.0,0.6912162172882887,0.0,1700116069,False,1,af5e65f9,2023-11-16_06-27-49,71.76204895973206,71.76204895973206,216806,9db4e26f461e,172.17.0.2,71.76204895973206,1,,0.857,0.7000000000000001,488,523,af5e65f9,,,,,
2,0.7821428571428571,0.7821428571428571,0.004422422766906344,0.7883245287704629,0.0045545577758232874,0.7883245287704629,0.004554557775823265,0.7761904761904762,0.0,0.7836978507243032,0.0,0.7836978507243033,0.0,0.719047619047619,0.0,0.7178128497343989,0.0,0.7178128497343989,0.0,1700116048,False,1,7ecb4e2d,2023-11-16_06-27-28,40.11528277397156,40.11528277397156,217320,9db4e26f461e,172.17.0.2,40.11528277397156,1,,0.764,0.6000000000000001,267,128,7ecb4e2d,,,,,
3,0.780952380952381,0.780952380952381,0.006208764195431072,0.7854972258199449,0.005919739642729145,0.7854972258199449,0.005919739642729114,0.7690476190476191,0.0,0.7743821739377036,0.0,0.7743821739377036,0.0,0.6880952380952381,0.0,0.6769120822626422,0.0,0.6769120822626423,0.0,1700116089,True,1,fd31d8f3,2023-11-16_06-28-09,68.2462158203125,68.2462158203125,217765,9db4e26f461e,172.17.0.2,68.2462158203125,1,,0.677,0.5,417,450,fd31d8f3,,,,,
4,0.8047619047619048,0.8047619047619048,0.005106573949887414,0.8124779685344106,0.0050595836820915,0.8124779685344106,0.005059583682091488,0.7904761904761904,0.0,0.7988982507907845,0.0,0.7988982507907845,0.0,0.719047619047619,0.0,0.715023137324183,0.0,0.7150231373241831,0.0,1700116117,True,1,01091ac1,2023-11-16_06-28-37,83.49320697784424,83.49320697784424,218212,9db4e26f461e,172.17.0.2,83.49320697784424,1,,0.034,0.4,476,573,01091ac1,,,,,
5,0.8071428571428572,0.7985714285714286,0.0032296809443453853,0.8040392535517654,0.003077107128554905,0.8040392535517654,0.0030771071285548793,0.8071428571428572,0.0,0.8117981497625641,0.0,0.811798149762564,0.0,0.7285714285714285,0.0,0.7245507330296896,0.0,0.7245507330296896,0.0,1700116103,False,1,dce176bc,2023-11-16_06-28-23,54.41624355316162,54.41624355316162,217320,9db4e26f461e,172.17.0.2,54.41624355316162,1,,0.115,0.6000000000000001,232,242,dce176bc,,,,,
6,0.7976190476190477,0.7678571428571428,0.0034090050150658094,0.7726951270937972,0.0033932012931049186,0.7726951270937972,0.0033932012931048995,0.7976190476190477,0.0,0.8038424884681569,0.0,0.8038424884681569,0.0,0.6857142857142857,0.0,0.6758066334583646,0.0,0.6758066334583646,0.0,1700116096,True,1,436a5fec,2023-11-16_06-28-16,39.109220027923584,39.109220027923584,215507,9db4e26f461e,172.17.0.2,39.109220027923584,1,,0.055,0.5,263,80,436a5fec,,,,,
7,0.8073809523809524,0.8073809523809524,0.0044479861172069856,0.8114978508768221,0.004573053202311012,0.8114978508768221,0.004573053202311035,0.780952380952381,0.0,0.7846640380663182,0.0,0.7846640380663182,0.0,0.7333333333333333,0.0,0.7270880416890656,0.0,0.7270880416890656,0.0,1700116120,False,1,263a222d,2023-11-16_06-28-40,50.77992272377014,50.77992272377014,216806,9db4e26f461e,172.17.0.2,50.77992272377014,1,,0.5,0.5,489,292,263a222d,,,,,
8,0.7778571428571428,0.7778571428571428,0.005112121560377099,0.7804651949451615,0.005614336169867922,0.7804651949451615,0.005614336169867951,0.7619047619047619,0.0,0.7640013656730983,0.0,0.7640013656730982,0.0,0.7047619047619048,0.0,0.6992813438420039,0.0,0.699281343842004,0.0,1700116173,True,1,e4691ed8,2023-11-16_06-29-33,83.91115522384644,83.91115522384644,217765,9db4e26f461e,172.17.0.2,83.91115522384644,1,,0.65,0.4,130,453,e4691ed8,,,,,
9,0.7978571428571428,0.7978571428571428,0.006428571428571453,0.8036710266477846,0.0063219422453183825,0.8036710266477846,0.006321942245318376,0.7880952380952381,0.0,0.7896752074653018,0.0,0.789675207465302,0.0,0.7238095238095238,0.0,0.7206418726206381,0.0,0.7206418726206381,0.0,1700116170,True,1,54f885ef,2023-11-16_06-29-30,73.80234718322754,73.80234718322754,215507,9db4e26f461e,172.17.0.2,73.80234718322754,1,,0.8190000000000001,0.7000000000000001,187,357,54f885ef,,,,,
