,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/temperature_head,config/latent_dim,config/transform_funcs,logdir,num_params,num_trainable_params,error_type,error_message,error_traceback
0,0.8216666666666667,0.8216666666666667,0.005971398192373566,0.825202200923402,0.0059234792633532,0.825202200923402,0.005923479263353208,0.7976190476190477,0.0,0.8005124564219419,0.0,0.8005124564219419,0.0,0.7285714285714285,0.0,0.7220525271383584,0.0,0.7220525271383585,0.0,1700031337,False,1,57f16876,2023-11-15_06-55-37,164.98173308372498,164.98173308372498,84335,ef22c4b2088d,172.17.0.2,164.98173308372498,1,,0.30000000000000004,109,"(3, 5, 9, 11)",57f16876,,,,,
1,0.7964285714285715,0.7964285714285715,0.0024397501823713733,0.7983217627253243,0.002431926559245211,0.7983217627253242,0.0024319265592451897,0.7833333333333333,0.0,0.7853887140772993,0.0,0.7853887140772993,0.0,0.719047619047619,0.0,0.7137714618338258,0.0,0.7137714618338258,0.0,1700031349,True,1,c9b5545e,2023-11-15_06-55-49,166.40575051307678,166.40575051307678,86757,ef22c4b2088d,172.17.0.2,166.40575051307678,1,,0.4,172,"(0, 1, 6, 7)",c9b5545e,,,,,
2,0.8061904761904761,0.8061904761904761,0.0056544486128752005,0.8122353197959977,0.005073000051664055,0.812235319795998,0.005073000051664005,0.7857142857142857,0.0,0.7883054896791092,0.0,0.7883054896791092,0.0,0.7023809523809523,0.0,0.6906658289752857,0.0,0.6906658289752857,0.0,1700031371,True,1,e798e0aa,2023-11-15_06-56-11,176.18066549301147,176.18066549301147,87202,ef22c4b2088d,172.17.0.2,176.18066549301147,1,,0.7000000000000001,385,"(2, 5, 6, 9)",e798e0aa,,,,,
3,0.8197619047619048,0.8197619047619048,0.006121409586753522,0.8263164562661558,0.005848168631764724,0.8263164562661558,0.005848168631764733,0.7714285714285715,0.0,0.7781838991742357,0.0,0.7781838991742358,0.0,0.719047619047619,0.0,0.7154219711385231,0.0,0.7154219711385232,0.0,1700031376,False,1,178f2877,2023-11-15_06-56-16,168.15100860595703,168.15100860595703,87597,ef22c4b2088d,172.17.0.2,168.15100860595703,1,,0.4,233,"(0, 1, 6, 11)",178f2877,,,,,
4,0.7997619047619048,0.7997619047619048,0.0037570794852522754,0.8048095511021283,0.0036630551784791257,0.8048095511021283,0.0036630551784790867,0.7857142857142857,0.0,0.7899085761889925,0.0,0.7899085761889924,0.0,0.7095238095238096,0.0,0.7010318701367831,0.0,0.7010318701367834,0.0,1700031382,True,1,356ca895,2023-11-15_06-56-22,160.84369683265686,160.84369683265686,87984,ef22c4b2088d,172.17.0.2,160.84369683265686,1,,0.5,235,"(1, 4, 10)",356ca895,,,,,
5,0.8185714285714285,0.8185714285714285,0.007206069500200731,0.8216641169638461,0.007646299477890757,0.8216641169638461,0.007646299477890743,0.7738095238095238,0.0,0.7754497882970591,0.0,0.7754497882970589,0.0,0.7214285714285714,0.0,0.7133575727697127,0.0,0.7133575727697126,0.0,1700031497,True,1,d40410f9,2023-11-15_06-58-17,160.6775472164154,160.6775472164154,84335,ef22c4b2088d,172.17.0.2,160.6775472164154,1,,0.5,661,"(0, 1, 3, 4)",d40410f9,,,,,
6,0.8321428571428571,0.8321428571428571,0.007770080415276537,0.8371326969724763,0.0074502204330118135,0.837132696972476,0.007450220433011756,0.7880952380952381,0.0,0.790484950021019,0.0,0.7904849500210192,0.0,0.7261904761904762,0.0,0.7239712396225001,0.0,0.7239712396225001,0.0,1700031498,False,1,a46e3f9f,2023-11-15_06-58-18,148.25348281860352,148.25348281860352,86757,ef22c4b2088d,172.17.0.2,148.25348281860352,1,,0.7000000000000001,262,"(2, 3, 4, 6)",a46e3f9f,,,,,
7,0.7869047619047619,0.7869047619047619,0.0034090050150657864,0.7904194025677247,0.003410323597578963,0.7904194025677247,0.0034103235975790095,0.7857142857142857,0.0,0.7896562434681721,0.0,0.7896562434681721,0.0,0.7023809523809523,0.0,0.6939774569286183,0.0,0.6939774569286183,0.0,1700031507,True,1,40f7afd3,2023-11-15_06-58-27,135.93722891807556,135.93722891807556,87202,ef22c4b2088d,172.17.0.2,135.93722891807556,1,,0.9,31,"(0, 4, 5, 10)",40f7afd3,,,,,
8,0.8054761904761906,0.8054761904761906,0.004523809523809508,0.8103835021619943,0.004447870322623409,0.8103835021619942,0.00444787032262343,0.7666666666666667,0.0,0.7697612736919819,0.0,0.769761273691982,0.0,0.7142857142857143,0.0,0.710473666194469,0.0,0.7104736661944688,0.0,1700031522,True,1,5e8c085b,2023-11-15_06-58-42,146.09258818626404,146.09258818626404,87597,ef22c4b2088d,172.17.0.2,146.09258818626404,1,,0.30000000000000004,126,"(1, 5, 6, 11)",5e8c085b,,,,,
9,0.8302380952380952,0.8302380952380952,0.007682031335667483,0.8298751845027249,0.007801333499742316,0.8298751845027249,0.007801333499742356,0.7928571428571428,0.0,0.7961260712088345,0.0,0.7961260712088345,0.0,0.7357142857142858,0.0,0.7265030244586658,0.0,0.7265030244586659,0.0,1700031533,False,1,c8265afe,2023-11-15_06-58-53,150.88317799568176,150.88317799568176,87984,ef22c4b2088d,172.17.0.2,150.88317799568176,1,,0.30000000000000004,445,"(1, 6, 9, 11)",c8265afe,,,,,
