,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/min_delta,config/temperature_head,config/batch_size,config/latent_dim,logdir,num_params,num_trainable_params,error_type,error_message,error_traceback
0,0.8104761904761905,0.8104761904761905,0.005016977977548905,0.8166951974947632,0.004519824563239834,0.8166951974947632,0.004519824563239851,0.780952380952381,0.0,0.7861828327934348,0.0,0.7861828327934347,0.0,0.7738095238095238,0.0,0.7751952032039603,0.0,0.7751952032039603,0.0,1700143580,False,1,5eafcc4f,2023-11-16_14-06-20,44.365339040756226,44.365339040756226,299022,b91e3690908b,172.17.0.3,44.365339040756226,1,,0.448,0.2,418,87,5eafcc4f,,,,,
1,0.8319047619047618,0.8319047619047618,0.004151332327181616,0.8362596252609349,0.004027546938116216,0.8362596252609349,0.004027546938116192,0.8095238095238095,0.0,0.8125333905015015,0.0,0.8125333905015016,0.0,0.7857142857142857,0.0,0.7857063224897379,0.0,0.7857063224897379,0.0,1700143596,False,1,334317e5,2023-11-16_14-06-36,45.62353587150574,45.62353587150574,305936,b91e3690908b,172.17.0.3,45.62353587150574,1,,0.058,0.30000000000000004,423,83,334317e5,,,,,
2,0.8459523809523809,0.8459523809523809,0.009526785249401206,0.8496453095059767,0.009258846138472714,0.8496453095059767,0.009258846138472734,0.7880952380952381,0.0,0.7895664019350875,0.0,0.7895664019350874,0.0,0.8,0.0,0.8019821862878737,0.0,0.8019821862878735,0.0,1700143619,False,1,6235bb56,2023-11-16_14-06-59,54.60048031806946,54.60048031806946,306493,b91e3690908b,172.17.0.3,54.60048031806946,1,,0.06,0.1,368,84,6235bb56,,,,,
3,0.7761904761904762,0.7683333333333333,0.006028089952939142,0.7743119309868989,0.005966885490707936,0.7743119309868989,0.005966885490707929,0.7761904761904762,0.0,0.7831277282123995,0.0,0.7831277282123994,0.0,0.7452380952380953,0.0,0.7508811288971038,0.0,0.7508811288971038,0.0,1700143615,True,1,26fa3539,2023-11-16_14-06-55,35.230634450912476,35.230634450912476,307183,b91e3690908b,172.17.0.3,35.230634450912476,1,,0.657,0.4,452,48,26fa3539,,,,,
4,0.8271428571428571,0.8271428571428571,0.005553287518900311,0.8324443382995341,0.005337358149072549,0.8324443382995341,0.005337358149072561,0.8261904761904761,0.0,0.8307223204144458,0.0,0.8307223204144458,0.0,0.8071428571428572,0.0,0.8102649761141061,0.0,0.8102649761141061,0.0,1700143614,False,1,0aac4449,2023-11-16_14-06-54,34.43394875526428,34.43394875526428,299022,b91e3690908b,172.17.0.3,34.43394875526428,1,,0.562,0.2,477,30,0aac4449,,,,,
5,0.8238095238095238,0.7649999999999999,0.0018595832561682886,0.7663725867670166,0.001827474782691296,0.7663725867670166,0.0018274747826912754,0.8095238095238095,0.0,0.8117120338797976,0.0,0.8117120338797977,0.0,0.8238095238095238,0.0,0.8258681083620439,0.0,0.8258681083620439,0.0,1700143625,True,1,6891809f,2023-11-16_14-07-05,29.22428297996521,29.22428297996521,305936,b91e3690908b,172.17.0.3,29.22428297996521,1,,0.708,0.1,181,3,6891809f,,,,,
6,0.7880952380952381,0.7880952380952381,0.00664963811608046,0.7931158380693286,0.00661588232844509,0.7931158380693287,0.006615882328445073,0.7738095238095238,0.0,0.7773678657576103,0.0,0.7773678657576103,0.0,0.719047619047619,0.0,0.7094716985348174,0.0,0.7094716985348173,0.0,1700143651,True,1,7ca0e7a2,2023-11-16_14-07-31,36.47606301307678,36.47606301307678,299022,b91e3690908b,172.17.0.3,36.47606301307678,1,,0.318,0.8,353,49,7ca0e7a2,,,,,
7,0.8019047619047619,0.8019047619047619,0.004232473532055063,0.8068488562170714,0.004219847606472143,0.8068488562170716,0.004219847606472125,0.8,0.0,0.8056095558198425,0.0,0.8056095558198426,0.0,0.7523809523809524,0.0,0.7535396415233997,0.0,0.7535396415233996,0.0,1700143649,True,1,03720f72,2023-11-16_14-07-29,34.03265023231506,34.03265023231506,307183,b91e3690908b,172.17.0.3,34.03265023231506,1,,0.25,0.6000000000000001,352,57,03720f72,,,,,
8,0.8347619047619048,0.8347619047619048,0.004665694748158418,0.8388486576719417,0.004516341746772273,0.8388486576719417,0.004516341746772316,0.8047619047619048,0.0,0.8067618266768117,0.0,0.806761826676812,0.0,0.7785714285714286,0.0,0.7756502562984818,0.0,0.7756502562984818,0.0,1700143679,False,1,6e063810,2023-11-16_14-07-59,59.24537777900696,59.24537777900696,306493,b91e3690908b,172.17.0.3,59.24537777900696,1,,0.456,0.1,503,156,6e063810,,,,,
9,0.8307142857142857,0.8307142857142857,0.00481517819432304,0.8355231273939182,0.0045520639747265446,0.8355231273939182,0.004552063974726632,0.8285714285714286,0.0,0.8315504223894931,0.0,0.8315504223894931,0.0,0.7928571428571428,0.0,0.7936930971655479,0.0,0.7936930971655479,0.0,1700143679,False,1,e2bda053,2023-11-16_14-07-59,53.67816925048828,53.67816925048828,305936,b91e3690908b,172.17.0.3,53.67816925048828,1,,0.312,0.4,144,116,e2bda053,,,,,
