,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/min_delta,config/temperature,config/batch_size,config/latent_dim,logdir,num_params,num_trainable_params,error_type,error_message,error_traceback
0,0.638135593220339,0.638135593220339,0.007455700829804325,0.6462958289889353,0.007319626185545775,0.6462958289889353,0.007319626185545823,0.6127118644067797,0.0,0.6198837583352457,0.0,0.6198837583352458,0.0,0.6322033898305085,0.0,0.5862537263730887,0.0,0.5862537263730888,0.0,1699987620,False,1,0f9f19ea,2023-11-14_18-47-00,52.412893533706665,52.412893533706665,527774,59d6454cd9f4,172.17.0.2,52.412893533706665,1,,0.857,1.9000000000000001,500,28,0f9f19ea,,,,,
1,0.7005084745762711,0.7005084745762711,0.005712643914017888,0.7070995467735022,0.005371302477885432,0.7070995467735022,0.005371302477885415,0.6686440677966101,0.0,0.6760779268186573,0.0,0.6760779268186572,0.0,0.6923728813559322,0.0,0.686870522753101,0.0,0.6868705227531009,0.0,1699987631,False,1,92d9af95,2023-11-14_18-47-11,54.325258016586304,54.325258016586304,530999,59d6454cd9f4,172.17.0.2,54.325258016586304,1,,0.8,0.6000000000000001,270,32,92d9af95,,,,,
2,0.7230508474576272,0.7230508474576272,0.004591938028523413,0.7278979556852397,0.004830719577501582,0.7278979556852397,0.004830719577501574,0.6728813559322034,0.0,0.6781843331198185,0.0,0.6781843331198184,0.0,0.6644067796610169,0.0,0.6416448280950167,0.0,0.6416448280950166,0.0,1699987666,False,1,7c93d47d,2023-11-14_18-47-46,79.69624924659729,79.69624924659729,531381,59d6454cd9f4,172.17.0.2,79.69624924659729,1,,0.311,0.4,296,58,7c93d47d,,,,,
3,0.6597457627118645,0.6597457627118645,0.006928970279165613,0.6667377252036445,0.006833655784510193,0.6667377252036445,0.006833655784510207,0.6220338983050847,0.0,0.6306324881149041,0.0,0.6306324881149042,0.0,0.6288135593220339,0.0,0.5864277994780266,0.0,0.5864277994780266,0.0,1699987659,False,1,5350043a,2023-11-14_18-47-39,63.195639848709106,63.195639848709106,531769,59d6454cd9f4,172.17.0.2,63.195639848709106,1,,0.369,1.6,405,32,5350043a,,,,,
4,-0.1,,,,,,,,,,,,,,,,,,,1699987621,True,1,fb7331c8,2023-11-14_18-47-01,14.328316688537598,14.328316688537598,532165,59d6454cd9f4,172.17.0.2,14.328316688537598,1,,0.47700000000000004,1.9000000000000001,157,66,fb7331c8,-1.0,-1.0,<class 'torch.cuda.OutOfMemoryError'>,"CUDA out of memory. Tried to allocate 50.00 MiB. GPU 0 has a total capacty of 23.69 GiB of which 24.38 MiB is free. Process 1246457 has 584.00 MiB memory in use. Process 1247099 has 606.00 MiB memory in use. Process 1247181 has 420.00 MiB memory in use. Process 1539218 has 960.00 MiB memory in use. Process 1539174 has 2.19 GiB memory in use. Process 1539200 has 1.02 GiB memory in use. Process 1539214 has 770.00 MiB memory in use. Process 1539216 has 922.00 MiB memory in use. Process 1542427 has 1.04 GiB memory in use. Process 1542438 has 724.00 MiB memory in use. Process 1542430 has 1.04 GiB memory in use. Process 1542439 has 770.00 MiB memory in use. Process 1542433 has 744.00 MiB memory in use. Process 1542827 has 1.12 GiB memory in use. Process 1542824 has 1.11 GiB memory in use. Process 1542821 has 902.00 MiB memory in use. Process 1542818 has 942.00 MiB memory in use. Process 1542830 has 904.00 MiB memory in use. Process 1543212 has 554.00 MiB memory in use. Process 1543209 has 786.00 MiB memory in use. Process 1543218 has 1.87 GiB memory in use. Process 1543221 has 984.00 MiB memory in use. Process 1543215 has 448.00 MiB memory in use. Process 1543600 has 486.00 MiB memory in use. Process 1543606 has 444.00 MiB memory in use. Process 1543612 has 558.00 MiB memory in use. Process 1543605 has 492.00 MiB memory in use. Process 1543609 has 516.00 MiB memory in use. Of the allocated memory 94.83 MiB is allocated by PyTorch, and 59.17 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting max_split_size_mb to avoid fragmentation.  See documentation for Memory Management and PYTORCH_CUDA_ALLOC_CONF","  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/hyperparameters_search.py"", line 119, in my_objective_function
    result = h_search_unit(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/do_reduce.py"", line 144, in do_reduce
    {dset_name: transformer(datasets[dset_name]) for dset_name in apply_only_in}

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/do_reduce.py"", line 144, in <dictcomp>
    {dset_name: transformer(datasets[dset_name]) for dset_name in apply_only_in}

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/datasets/multimodal/transformer.py"", line 523, in __call__
    new_X = window_transform.the_transform.transform(X=X)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/transforms/simclr.py"", line 153, in transform
    embeddings = intermediate_model(test_data).cpu().detach().numpy()

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1527, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/estimators/simclr/torch/models/model_base.py"", line 26, in forward
    x = self.dropout1(x)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1527, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/dropout.py"", line 58, in forward
    return F.dropout(input, self.p, self.training, self.inplace)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/functional.py"", line 1266, in dropout
    return _VF.dropout_(input, p, training) if inplace else _VF.dropout(input, p, training)
"
5,-0.1,,,,,,,,,,,,,,,,,,,1699987656,True,1,0380f3e4,2023-11-14_18-47-36,35.73358368873596,35.73358368873596,527774,59d6454cd9f4,172.17.0.2,35.73358368873596,1,,0.154,0.30000000000000004,197,73,0380f3e4,-1.0,-1.0,<class 'torch.cuda.OutOfMemoryError'>,"CUDA out of memory. Tried to allocate 46.00 MiB. GPU 0 has a total capacty of 23.69 GiB of which 16.38 MiB is free. Process 1246457 has 584.00 MiB memory in use. Process 1247099 has 606.00 MiB memory in use. Process 1247181 has 420.00 MiB memory in use. Process 1539218 has 960.00 MiB memory in use. Process 1539174 has 2.19 GiB memory in use. Process 1539200 has 1.02 GiB memory in use. Process 1539214 has 750.00 MiB memory in use. Process 1539216 has 922.00 MiB memory in use. Process 1542427 has 1.04 GiB memory in use. Process 1542438 has 424.00 MiB memory in use. Process 1542430 has 1.04 GiB memory in use. Process 1542439 has 772.00 MiB memory in use. Process 1542433 has 860.00 MiB memory in use. Process 1542827 has 1.12 GiB memory in use. Process 1542824 has 1.11 GiB memory in use. Process 1542821 has 902.00 MiB memory in use. Process 1542818 has 942.00 MiB memory in use. Process 1542830 has 904.00 MiB memory in use. Process 1543212 has 504.00 MiB memory in use. Process 1543209 has 786.00 MiB memory in use. Process 1543218 has 1.87 GiB memory in use. Process 1543221 has 984.00 MiB memory in use. Process 1543215 has 446.00 MiB memory in use. Process 1543600 has 508.00 MiB memory in use. Process 1543606 has 430.00 MiB memory in use. Process 1543612 has 708.00 MiB memory in use. Process 1543605 has 604.00 MiB memory in use. Process 1543609 has 508.00 MiB memory in use. Of the allocated memory 322.85 MiB is allocated by PyTorch, and 89.15 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting max_split_size_mb to avoid fragmentation.  See documentation for Memory Management and PYTORCH_CUDA_ALLOC_CONF","  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/hyperparameters_search.py"", line 119, in my_objective_function
    result = h_search_unit(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/do_reduce.py"", line 144, in do_reduce
    {dset_name: transformer(datasets[dset_name]) for dset_name in apply_only_in}

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/do_reduce.py"", line 144, in <dictcomp>
    {dset_name: transformer(datasets[dset_name]) for dset_name in apply_only_in}

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/datasets/multimodal/transformer.py"", line 523, in __call__
    new_X = window_transform.the_transform.transform(X=X)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/transforms/simclr.py"", line 153, in transform
    embeddings = intermediate_model(test_data).cpu().detach().numpy()

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1527, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/estimators/simclr/torch/models/model_base.py"", line 31, in forward
    x = self.relu(x)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1527, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/activation.py"", line 101, in forward
    return F.relu(input, inplace=self.inplace)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/functional.py"", line 1471, in relu
    result = torch.relu(input)
"
6,-0.1,,,,,,,,,,,,,,,,,,,1699987655,True,1,ecae5dbd,2023-11-14_18-47-35,33.97195291519165,33.97195291519165,532165,59d6454cd9f4,172.17.0.2,33.97195291519165,1,,0.374,0.1,320,24,ecae5dbd,-1.0,-1.0,<class 'torch.cuda.OutOfMemoryError'>,"CUDA out of memory. Tried to allocate 60.00 MiB. GPU 0 has a total capacty of 23.69 GiB of which 18.38 MiB is free. Process 1246457 has 584.00 MiB memory in use. Process 1247099 has 606.00 MiB memory in use. Process 1247181 has 420.00 MiB memory in use. Process 1539218 has 960.00 MiB memory in use. Process 1539174 has 2.19 GiB memory in use. Process 1539200 has 1.02 GiB memory in use. Process 1539214 has 770.00 MiB memory in use. Process 1539216 has 922.00 MiB memory in use. Process 1542427 has 1.04 GiB memory in use. Process 1542438 has 442.00 MiB memory in use. Process 1542430 has 1.04 GiB memory in use. Process 1542439 has 772.00 MiB memory in use. Process 1542433 has 860.00 MiB memory in use. Process 1542827 has 1.12 GiB memory in use. Process 1542824 has 1.11 GiB memory in use. Process 1542821 has 902.00 MiB memory in use. Process 1542818 has 942.00 MiB memory in use. Process 1542830 has 904.00 MiB memory in use. Process 1543212 has 458.00 MiB memory in use. Process 1543209 has 786.00 MiB memory in use. Process 1543218 has 1.87 GiB memory in use. Process 1543221 has 984.00 MiB memory in use. Process 1543215 has 446.00 MiB memory in use. Process 1543600 has 508.00 MiB memory in use. Process 1543606 has 430.00 MiB memory in use. Process 1543612 has 714.00 MiB memory in use. Process 1543605 has 604.00 MiB memory in use. Process 1543609 has 508.00 MiB memory in use. Of the allocated memory 203.15 MiB is allocated by PyTorch, and 62.85 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting max_split_size_mb to avoid fragmentation.  See documentation for Memory Management and PYTORCH_CUDA_ALLOC_CONF","  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/hyperparameters_search.py"", line 119, in my_objective_function
    result = h_search_unit(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/do_reduce.py"", line 144, in do_reduce
    {dset_name: transformer(datasets[dset_name]) for dset_name in apply_only_in}

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/do_reduce.py"", line 144, in <dictcomp>
    {dset_name: transformer(datasets[dset_name]) for dset_name in apply_only_in}

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/datasets/multimodal/transformer.py"", line 523, in __call__
    new_X = window_transform.the_transform.transform(X=X)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/transforms/simclr.py"", line 153, in transform
    embeddings = intermediate_model(test_data).cpu().detach().numpy()

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1527, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/estimators/simclr/torch/models/model_base.py"", line 28, in forward
    x = self.relu(x)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1527, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/activation.py"", line 101, in forward
    return F.relu(input, inplace=self.inplace)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/functional.py"", line 1471, in relu
    result = torch.relu(input)
"
7,0.7119491525423729,0.7119491525423729,0.006602015831716047,0.7162093752330814,0.006660734762432221,0.7162093752330814,0.006660734762432258,0.6745762711864407,0.0,0.6806461029015566,0.0,0.6806461029015566,0.0,0.6423728813559322,0.0,0.6147108580531887,0.0,0.6147108580531886,0.0,1699987692,False,1,f837a0c1,2023-11-14_18-48-12,61.1924045085907,61.1924045085907,530999,59d6454cd9f4,172.17.0.2,61.1924045085907,1,,0.771,0.4,185,21,f837a0c1,,,,,
8,-0.1,,,,,,,,,,,,,,,,,,,1699987665,True,1,37906fc9,2023-11-14_18-47-45,10.057951211929321,10.057951211929321,532165,59d6454cd9f4,172.17.0.2,10.057951211929321,1,,0.6950000000000001,0.5,496,80,37906fc9,-1.0,-1.0,<class 'torch.cuda.OutOfMemoryError'>,"CUDA out of memory. Tried to allocate 60.00 MiB. GPU 0 has a total capacty of 23.69 GiB of which 12.38 MiB is free. Process 1246457 has 584.00 MiB memory in use. Process 1247099 has 606.00 MiB memory in use. Process 1247181 has 420.00 MiB memory in use. Process 1539218 has 960.00 MiB memory in use. Process 1539174 has 2.19 GiB memory in use. Process 1539200 has 1.02 GiB memory in use. Process 1539214 has 460.00 MiB memory in use. Process 1539216 has 922.00 MiB memory in use. Process 1542427 has 1.04 GiB memory in use. Process 1542438 has 488.00 MiB memory in use. Process 1542430 has 1.04 GiB memory in use. Process 1542439 has 772.00 MiB memory in use. Process 1542433 has 860.00 MiB memory in use. Process 1542827 has 1.12 GiB memory in use. Process 1542824 has 1.11 GiB memory in use. Process 1542821 has 902.00 MiB memory in use. Process 1542818 has 942.00 MiB memory in use. Process 1542830 has 904.00 MiB memory in use. Process 1543212 has 502.00 MiB memory in use. Process 1543209 has 786.00 MiB memory in use. Process 1543218 has 1.87 GiB memory in use. Process 1543221 has 984.00 MiB memory in use. Process 1543215 has 442.00 MiB memory in use. Process 1543600 has 508.00 MiB memory in use. Process 1543606 has 464.00 MiB memory in use. Process 1543612 has 762.00 MiB memory in use. Process 1543605 has 508.00 MiB memory in use. Process 1543609 has 752.00 MiB memory in use. Of the allocated memory 144.94 MiB is allocated by PyTorch, and 25.06 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting max_split_size_mb to avoid fragmentation.  See documentation for Memory Management and PYTORCH_CUDA_ALLOC_CONF","  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/hyperparameters_search.py"", line 119, in my_objective_function
    result = h_search_unit(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/do_reduce.py"", line 144, in do_reduce
    {dset_name: transformer(datasets[dset_name]) for dset_name in apply_only_in}

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/do_reduce.py"", line 144, in <dictcomp>
    {dset_name: transformer(datasets[dset_name]) for dset_name in apply_only_in}

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/datasets/multimodal/transformer.py"", line 523, in __call__
    new_X = window_transform.the_transform.transform(X=X)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/transforms/simclr.py"", line 153, in transform
    embeddings = intermediate_model(test_data).cpu().detach().numpy()

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1527, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/estimators/simclr/torch/models/model_base.py"", line 27, in forward
    x = self.conv2(x)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1527, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/conv.py"", line 310, in forward
    return self._conv_forward(input, self.weight, self.bias)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/conv.py"", line 306, in _conv_forward
    return F.conv1d(input, weight, bias, self.stride,
"
9,-0.1,,,,,,,,,,,,,,,,,,,1699987668,True,1,41994c1c,2023-11-14_18-47-48,11.77907657623291,11.77907657623291,527774,59d6454cd9f4,172.17.0.2,11.77907657623291,1,,0.13,1.8,318,23,41994c1c,-1.0,-1.0,<class 'torch.cuda.OutOfMemoryError'>,"CUDA out of memory. Tried to allocate 50.00 MiB. GPU 0 has a total capacty of 23.69 GiB of which 36.38 MiB is free. Process 1246457 has 584.00 MiB memory in use. Process 1247099 has 606.00 MiB memory in use. Process 1247181 has 420.00 MiB memory in use. Process 1539218 has 960.00 MiB memory in use. Process 1539174 has 2.19 GiB memory in use. Process 1539200 has 1.02 GiB memory in use. Process 1539214 has 458.00 MiB memory in use. Process 1539216 has 922.00 MiB memory in use. Process 1542427 has 1.04 GiB memory in use. Process 1542438 has 488.00 MiB memory in use. Process 1542430 has 1.04 GiB memory in use. Process 1542439 has 772.00 MiB memory in use. Process 1542433 has 860.00 MiB memory in use. Process 1542827 has 1.12 GiB memory in use. Process 1542824 has 1.11 GiB memory in use. Process 1542821 has 902.00 MiB memory in use. Process 1542818 has 942.00 MiB memory in use. Process 1542830 has 904.00 MiB memory in use. Process 1543212 has 478.00 MiB memory in use. Process 1543209 has 786.00 MiB memory in use. Process 1543218 has 1.87 GiB memory in use. Process 1543221 has 984.00 MiB memory in use. Process 1543215 has 442.00 MiB memory in use. Process 1543600 has 510.00 MiB memory in use. Process 1543606 has 464.00 MiB memory in use. Process 1543612 has 762.00 MiB memory in use. Process 1543605 has 508.00 MiB memory in use. Process 1543609 has 752.00 MiB memory in use. Of the allocated memory 82.16 MiB is allocated by PyTorch, and 37.84 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting max_split_size_mb to avoid fragmentation.  See documentation for Memory Management and PYTORCH_CUDA_ALLOC_CONF","  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/hyperparameters_search.py"", line 119, in my_objective_function
    result = h_search_unit(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/do_reduce.py"", line 144, in do_reduce
    {dset_name: transformer(datasets[dset_name]) for dset_name in apply_only_in}

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/do_reduce.py"", line 144, in <dictcomp>
    {dset_name: transformer(datasets[dset_name]) for dset_name in apply_only_in}

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/datasets/multimodal/transformer.py"", line 523, in __call__
    new_X = window_transform.the_transform.transform(X=X)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/transforms/simclr.py"", line 153, in transform
    embeddings = intermediate_model(test_data).cpu().detach().numpy()

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1527, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/estimators/simclr/torch/models/model_base.py"", line 25, in forward
    x = self.relu(x)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1527, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/activation.py"", line 101, in forward
    return F.relu(input, inplace=self.inplace)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/functional.py"", line 1471, in relu
    result = torch.relu(input)
"
