,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/min_delta,config/temperature,config/batch_size,config/latent_dim,logdir,num_params,num_trainable_params,error_type,error_message,error_traceback
0,0.7033050847457627,0.7033050847457627,0.0054190922978807335,0.7104538617231468,0.005276188362244244,0.7104538617231468,0.005276188362244221,0.6644067796610169,0.0,0.6713852318134255,0.0,0.6713852318134256,0.0,0.6559322033898305,0.0,0.6410184175124151,0.0,0.6410184175124151,0.0,1699987678,False,1,b11423c2,2023-11-14_18-47-58,110.51092147827148,110.51092147827148,527778,59d6454cd9f4,172.17.0.2,110.51092147827148,1,,0.896,0.30000000000000004,503,102,b11423c2,,,,,
1,0.6808474576271186,0.6808474576271186,0.010747687364398417,0.6877531509092283,0.01019262680649688,0.6877531509092284,0.010192626806496888,0.6330508474576271,0.0,0.6397744479011747,0.0,0.6397744479011745,0.0,0.6584745762711864,0.0,0.6166336587853747,0.0,0.6166336587853748,0.0,1699987709,False,1,a07468cc,2023-11-14_18-48-29,132.07894039154053,132.07894039154053,530987,59d6454cd9f4,172.17.0.2,132.07894039154053,1,,0.588,0.8,505,171,a07468cc,,,,,
2,0.6892372881355933,0.6892372881355933,0.0065099971735961635,0.6958749799595643,0.006128411238021416,0.6958749799595643,0.006128411238021439,0.6576271186440678,0.0,0.6638126086054338,0.0,0.6638126086054338,0.0,0.6601694915254237,0.0,0.6273686556742307,0.0,0.6273686556742306,0.0,1699987687,False,1,404e20f5,2023-11-14_18-48-07,100.53692483901978,100.53692483901978,531378,59d6454cd9f4,172.17.0.2,100.53692483901978,1,,0.20500000000000002,0.6000000000000001,460,91,404e20f5,,,,,
3,0.6726271186440679,0.6726271186440679,0.00941441131865793,0.6797393763804284,0.008897431721669614,0.6797393763804284,0.00889743172166961,0.6186440677966102,0.0,0.6252357466961801,0.0,0.6252357466961802,0.0,0.6432203389830509,0.0,0.6009044705611396,0.0,0.6009044705611396,0.0,1699987721,False,1,d447b275,2023-11-14_18-48-41,124.56137895584106,124.56137895584106,531781,59d6454cd9f4,172.17.0.2,124.56137895584106,1,,0.886,1.7000000000000002,256,135,d447b275,,,,,
4,-0.1,,,,,,,,,,,,,,,,,,,1699987619,False,1,2f9a5860,2023-11-14_18-46-59,12.180996894836426,12.180996894836426,532172,59d6454cd9f4,172.17.0.2,12.180996894836426,1,,0.895,1.5,299,46,2f9a5860,-1.0,-1.0,<class 'torch.cuda.OutOfMemoryError'>,"CUDA out of memory. Tried to allocate 60.00 MiB. GPU 0 has a total capacty of 23.69 GiB of which 34.38 MiB is free. Process 1246457 has 584.00 MiB memory in use. Process 1247099 has 606.00 MiB memory in use. Process 1247181 has 420.00 MiB memory in use. Process 1539218 has 960.00 MiB memory in use. Process 1539174 has 2.19 GiB memory in use. Process 1539200 has 1.02 GiB memory in use. Process 1539214 has 770.00 MiB memory in use. Process 1539216 has 922.00 MiB memory in use. Process 1542427 has 1.04 GiB memory in use. Process 1542438 has 724.00 MiB memory in use. Process 1542430 has 1.04 GiB memory in use. Process 1542439 has 770.00 MiB memory in use. Process 1542433 has 744.00 MiB memory in use. Process 1542827 has 1.12 GiB memory in use. Process 1542824 has 1.11 GiB memory in use. Process 1542821 has 902.00 MiB memory in use. Process 1542818 has 942.00 MiB memory in use. Process 1542830 has 904.00 MiB memory in use. Process 1543212 has 554.00 MiB memory in use. Process 1543209 has 786.00 MiB memory in use. Process 1543218 has 1.87 GiB memory in use. Process 1543221 has 984.00 MiB memory in use. Process 1543215 has 446.00 MiB memory in use. Process 1543600 has 466.00 MiB memory in use. Process 1543606 has 532.00 MiB memory in use. Process 1543612 has 558.00 MiB memory in use. Process 1543605 has 442.00 MiB memory in use. Process 1543609 has 490.00 MiB memory in use. Of the allocated memory 144.67 MiB is allocated by PyTorch, and 75.33 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting max_split_size_mb to avoid fragmentation.  See documentation for Memory Management and PYTORCH_CUDA_ALLOC_CONF","  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/hyperparameters_search.py"", line 119, in my_objective_function
    result = h_search_unit(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/do_reduce.py"", line 144, in do_reduce
    {dset_name: transformer(datasets[dset_name]) for dset_name in apply_only_in}

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/do_reduce.py"", line 144, in <dictcomp>
    {dset_name: transformer(datasets[dset_name]) for dset_name in apply_only_in}

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/datasets/multimodal/transformer.py"", line 523, in __call__
    new_X = window_transform.the_transform.transform(X=X)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/transforms/simclr.py"", line 153, in transform
    embeddings = intermediate_model(test_data).cpu().detach().numpy()

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1527, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/estimators/simclr/torch/models/model_base.py"", line 27, in forward
    x = self.conv2(x)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1527, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/conv.py"", line 310, in forward
    return self._conv_forward(input, self.weight, self.bias)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/conv.py"", line 306, in _conv_forward
    return F.conv1d(input, weight, bias, self.stride,
"
5,-0.1,,,,,,,,,,,,,,,,,,,1699987645,False,1,8252aecc,2023-11-14_18-47-25,26.41213369369507,26.41213369369507,532172,59d6454cd9f4,172.17.0.2,26.41213369369507,1,,0.14100000000000001,0.5,328,118,8252aecc,-1.0,-1.0,<class 'torch.cuda.OutOfMemoryError'>,"CUDA out of memory. Tried to allocate 60.00 MiB. GPU 0 has a total capacty of 23.69 GiB of which 58.38 MiB is free. Process 1246457 has 584.00 MiB memory in use. Process 1247099 has 606.00 MiB memory in use. Process 1247181 has 420.00 MiB memory in use. Process 1539218 has 960.00 MiB memory in use. Process 1539174 has 2.19 GiB memory in use. Process 1539200 has 1.02 GiB memory in use. Process 1539214 has 770.00 MiB memory in use. Process 1539216 has 922.00 MiB memory in use. Process 1542427 has 1.04 GiB memory in use. Process 1542438 has 466.00 MiB memory in use. Process 1542430 has 1.04 GiB memory in use. Process 1542439 has 772.00 MiB memory in use. Process 1542433 has 862.00 MiB memory in use. Process 1542827 has 1.12 GiB memory in use. Process 1542824 has 1.11 GiB memory in use. Process 1542821 has 902.00 MiB memory in use. Process 1542818 has 942.00 MiB memory in use. Process 1542830 has 904.00 MiB memory in use. Process 1543212 has 472.00 MiB memory in use. Process 1543209 has 786.00 MiB memory in use. Process 1543218 has 1.87 GiB memory in use. Process 1543221 has 984.00 MiB memory in use. Process 1543215 has 442.00 MiB memory in use. Process 1543600 has 484.00 MiB memory in use. Process 1543606 has 562.00 MiB memory in use. Process 1543612 has 650.00 MiB memory in use. Process 1543605 has 548.00 MiB memory in use. Process 1543609 has 444.00 MiB memory in use. Of the allocated memory 218.55 MiB is allocated by PyTorch, and 93.45 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting max_split_size_mb to avoid fragmentation.  See documentation for Memory Management and PYTORCH_CUDA_ALLOC_CONF","  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/hyperparameters_search.py"", line 119, in my_objective_function
    result = h_search_unit(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/do_reduce.py"", line 144, in do_reduce
    {dset_name: transformer(datasets[dset_name]) for dset_name in apply_only_in}

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/do_reduce.py"", line 144, in <dictcomp>
    {dset_name: transformer(datasets[dset_name]) for dset_name in apply_only_in}

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/datasets/multimodal/transformer.py"", line 523, in __call__
    new_X = window_transform.the_transform.transform(X=X)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/transforms/simclr.py"", line 153, in transform
    embeddings = intermediate_model(test_data).cpu().detach().numpy()

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1527, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/estimators/simclr/torch/models/model_base.py"", line 29, in forward
    x = self.dropout2(x)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1527, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/dropout.py"", line 58, in forward
    return F.dropout(input, self.p, self.training, self.inplace)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/functional.py"", line 1266, in dropout
    return _VF.dropout_(input, p, training) if inplace else _VF.dropout(input, p, training)
"
6,-0.1,,,,,,,,,,,,,,,,,,,1699987655,False,1,ed0ae34d,2023-11-14_18-47-35,10.340263366699219,10.340263366699219,532172,59d6454cd9f4,172.17.0.2,10.340263366699219,1,,0.335,1.1,369,105,ed0ae34d,-1.0,-1.0,<class 'torch.cuda.OutOfMemoryError'>,"CUDA out of memory. Tried to allocate 66.00 MiB. GPU 0 has a total capacty of 23.69 GiB of which 8.38 MiB is free. Process 1246457 has 584.00 MiB memory in use. Process 1247099 has 606.00 MiB memory in use. Process 1247181 has 420.00 MiB memory in use. Process 1539218 has 960.00 MiB memory in use. Process 1539174 has 2.19 GiB memory in use. Process 1539200 has 1.02 GiB memory in use. Process 1539214 has 770.00 MiB memory in use. Process 1539216 has 922.00 MiB memory in use. Process 1542427 has 1.04 GiB memory in use. Process 1542438 has 448.00 MiB memory in use. Process 1542430 has 1.04 GiB memory in use. Process 1542439 has 772.00 MiB memory in use. Process 1542433 has 860.00 MiB memory in use. Process 1542827 has 1.12 GiB memory in use. Process 1542824 has 1.11 GiB memory in use. Process 1542821 has 902.00 MiB memory in use. Process 1542818 has 942.00 MiB memory in use. Process 1542830 has 904.00 MiB memory in use. Process 1543212 has 468.00 MiB memory in use. Process 1543209 has 786.00 MiB memory in use. Process 1543218 has 1.87 GiB memory in use. Process 1543221 has 984.00 MiB memory in use. Process 1543215 has 446.00 MiB memory in use. Process 1543600 has 508.00 MiB memory in use. Process 1543606 has 430.00 MiB memory in use. Process 1543612 has 708.00 MiB memory in use. Process 1543605 has 604.00 MiB memory in use. Process 1543609 has 508.00 MiB memory in use. Of the allocated memory 277.10 MiB is allocated by PyTorch, and 92.90 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting max_split_size_mb to avoid fragmentation.  See documentation for Memory Management and PYTORCH_CUDA_ALLOC_CONF","  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/hyperparameters_search.py"", line 119, in my_objective_function
    result = h_search_unit(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/do_reduce.py"", line 144, in do_reduce
    {dset_name: transformer(datasets[dset_name]) for dset_name in apply_only_in}

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/do_reduce.py"", line 144, in <dictcomp>
    {dset_name: transformer(datasets[dset_name]) for dset_name in apply_only_in}

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/datasets/multimodal/transformer.py"", line 523, in __call__
    new_X = window_transform.the_transform.transform(X=X)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/transforms/simclr.py"", line 153, in transform
    embeddings = intermediate_model(test_data).cpu().detach().numpy()

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1527, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/estimators/simclr/torch/models/model_base.py"", line 30, in forward
    x = self.conv3(x)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1527, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/conv.py"", line 310, in forward
    return self._conv_forward(input, self.weight, self.bias)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/conv.py"", line 306, in _conv_forward
    return F.conv1d(input, weight, bias, self.stride,
"
7,-0.1,,,,,,,,,,,,,,,,,,,1699987671,False,1,081e38c4,2023-11-14_18-47-51,15.227030515670776,15.227030515670776,532172,59d6454cd9f4,172.17.0.2,15.227030515670776,1,,0.834,1.8,152,170,081e38c4,-1.0,-1.0,<class 'torch.cuda.OutOfMemoryError'>,"CUDA out of memory. Tried to allocate 108.00 MiB. GPU 0 has a total capacty of 23.69 GiB of which 86.38 MiB is free. Process 1246457 has 584.00 MiB memory in use. Process 1247099 has 606.00 MiB memory in use. Process 1247181 has 420.00 MiB memory in use. Process 1539218 has 960.00 MiB memory in use. Process 1539174 has 2.19 GiB memory in use. Process 1539200 has 1.02 GiB memory in use. Process 1539214 has 458.00 MiB memory in use. Process 1539216 has 922.00 MiB memory in use. Process 1542427 has 1.04 GiB memory in use. Process 1542438 has 488.00 MiB memory in use. Process 1542430 has 1.04 GiB memory in use. Process 1542439 has 772.00 MiB memory in use. Process 1542433 has 860.00 MiB memory in use. Process 1542827 has 1.12 GiB memory in use. Process 1542824 has 1.11 GiB memory in use. Process 1542821 has 902.00 MiB memory in use. Process 1542818 has 942.00 MiB memory in use. Process 1542830 has 904.00 MiB memory in use. Process 1543212 has 480.00 MiB memory in use. Process 1543209 has 786.00 MiB memory in use. Process 1543218 has 1.87 GiB memory in use. Process 1543221 has 984.00 MiB memory in use. Process 1543215 has 486.00 MiB memory in use. Process 1543600 has 508.00 MiB memory in use. Process 1543606 has 466.00 MiB memory in use. Process 1543612 has 706.00 MiB memory in use. Process 1543605 has 468.00 MiB memory in use. Process 1543609 has 752.00 MiB memory in use. Of the allocated memory 277.61 MiB is allocated by PyTorch, and 90.39 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting max_split_size_mb to avoid fragmentation.  See documentation for Memory Management and PYTORCH_CUDA_ALLOC_CONF","  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/hyperparameters_search.py"", line 119, in my_objective_function
    result = h_search_unit(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/do_reduce.py"", line 144, in do_reduce
    {dset_name: transformer(datasets[dset_name]) for dset_name in apply_only_in}

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/do_reduce.py"", line 144, in <dictcomp>
    {dset_name: transformer(datasets[dset_name]) for dset_name in apply_only_in}

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/datasets/multimodal/transformer.py"", line 523, in __call__
    new_X = window_transform.the_transform.transform(X=X)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/transforms/simclr.py"", line 153, in transform
    embeddings = intermediate_model(test_data).cpu().detach().numpy()

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1527, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/estimators/simclr/torch/models/model_base.py"", line 30, in forward
    x = self.conv3(x)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1527, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/conv.py"", line 310, in forward
    return self._conv_forward(input, self.weight, self.bias)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/conv.py"", line 306, in _conv_forward
    return F.conv1d(input, weight, bias, self.stride,
"
8,-0.1,,,,,,,,,,,,,,,,,,,1699987682,False,1,016f270d,2023-11-14_18-48-02,11.182675123214722,11.182675123214722,532172,59d6454cd9f4,172.17.0.2,11.182675123214722,1,,0.747,1.7000000000000002,306,165,016f270d,-1.0,-1.0,<class 'torch.cuda.OutOfMemoryError'>,"CUDA out of memory. Tried to allocate 104.00 MiB. GPU 0 has a total capacty of 23.69 GiB of which 20.38 MiB is free. Process 1246457 has 584.00 MiB memory in use. Process 1247099 has 606.00 MiB memory in use. Process 1247181 has 420.00 MiB memory in use. Process 1539218 has 960.00 MiB memory in use. Process 1539174 has 2.19 GiB memory in use. Process 1539200 has 1.02 GiB memory in use. Process 1539214 has 508.00 MiB memory in use. Process 1539216 has 926.00 MiB memory in use. Process 1542427 has 1.04 GiB memory in use. Process 1542438 has 446.00 MiB memory in use. Process 1542430 has 1.04 GiB memory in use. Process 1542439 has 772.00 MiB memory in use. Process 1542433 has 860.00 MiB memory in use. Process 1542827 has 1.12 GiB memory in use. Process 1542824 has 1.11 GiB memory in use. Process 1542821 has 902.00 MiB memory in use. Process 1542818 has 942.00 MiB memory in use. Process 1542830 has 904.00 MiB memory in use. Process 1543212 has 460.00 MiB memory in use. Process 1543209 has 786.00 MiB memory in use. Process 1543218 has 1.87 GiB memory in use. Process 1543221 has 984.00 MiB memory in use. Process 1543215 has 482.00 MiB memory in use. Process 1543600 has 458.00 MiB memory in use. Process 1543606 has 462.00 MiB memory in use. Process 1543612 has 812.00 MiB memory in use. Process 1543605 has 494.00 MiB memory in use. Process 1543609 has 752.00 MiB memory in use. Of the allocated memory 381.57 MiB is allocated by PyTorch, and 92.43 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting max_split_size_mb to avoid fragmentation.  See documentation for Memory Management and PYTORCH_CUDA_ALLOC_CONF","  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/hyperparameters_search.py"", line 119, in my_objective_function
    result = h_search_unit(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/h_search_unit.py"", line 23, in h_search_unit
    experiment_result = run_basic_experiment(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/run_basic_experiment.py"", line 151, in run_basic_experiment
    datasets = do_reduce(

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/do_reduce.py"", line 144, in do_reduce
    {dset_name: transformer(datasets[dset_name]) for dset_name in apply_only_in}

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/experiment_executor/ray_tune_search_/basic/do_reduce.py"", line 144, in <dictcomp>
    {dset_name: transformer(datasets[dset_name]) for dset_name in apply_only_in}

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/datasets/multimodal/transformer.py"", line 523, in __call__
    new_X = window_transform.the_transform.transform(X=X)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/transforms/simclr.py"", line 153, in transform
    embeddings = intermediate_model(test_data).cpu().detach().numpy()

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1527, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/librep/estimators/simclr/torch/models/model_base.py"", line 31, in forward
    x = self.relu(x)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/module.py"", line 1527, in _call_impl
    return forward_call(*args, **kwargs)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/modules/activation.py"", line 101, in forward
    return F.relu(input, inplace=self.inplace)

  File ""/home/amparo/unicamp_hyper3/M4-Framework-Experiments/experiments/.local/lib/python3.10/site-packages/torch/nn/functional.py"", line 1471, in relu
    result = torch.relu(input)
"
9,0.6589830508474577,0.6589830508474577,0.006298611585105785,0.667022109309537,0.005984594118744837,0.6670221093095371,0.00598459411874487,0.6186440677966102,0.0,0.6267336906810856,0.0,0.6267336906810856,0.0,0.6372881355932203,0.0,0.5957207194006441,0.0,0.595720719400644,0.0,1699987767,False,1,89d8f5b1,2023-11-14_18-49-27,88.73020601272583,88.73020601272583,527778,59d6454cd9f4,172.17.0.2,88.73020601272583,1,,0.17200000000000001,1.9000000000000001,314,66,89d8f5b1,,,,,
